report_id,report_type,site,activity,report_text,language,sif_potential,life_saving_rule
V4-00295,Unsafe Act,Utility Section,pipeline maintenance,"At Utility Section, During the work period, work started before confirmation that all relevant energy sources were isolated while the crew was engaged in pipeline maintenance. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-02228,Near Miss,Maintenance Workshop,lifting operation,"at the start of the work period, at Process Unit, While lifting operation was underway, the load was moved while the affected area had not been fully cleared. The activity was brought to the attention of the supervisor.",English,YES,Line of Fire
V4-00510,Unsafe Act,Production Area B,pump maintenance,"at the start of the work period, at Gas Processing Unit, The report relates to pump maintenance. At the time of the observation, the pump was approached after its energy isolation had been verified. The condition was discussed with the crew.",English,NO,Energy Isolation
V4-03761,Near Miss,Utility Section,welding,"while preparing the work area, at Gas Processing Unit, The report relates to welding. At the time of the observation, the crew began welding after the required authorization was confirmed. The observation was reported to the site team.",English,NO,Hot Work
V4-03492,Safety Observation,Compressor Station 2,grinding,"At Compressor Station 2, The report relates to grinding. At the time of the observation, grinding proceeded while personnel remained within the affected hazard area. The condition was discussed with the crew.",English,YES,Hot Work
V4-01943,Safety Observation,Utility Section,tank cleaning,"during the afternoon shift, at Loading Terminal, During tank cleaning, it was observed that the crew entered after confirmation of the required standby arrangement. The condition was discussed with the crew.",English,NO,Confined Space
V4-00427,Near Miss,Tank Farm,pipeline maintenance,"before the evening shutdown, at Utility Section, The crew was engaged in pipeline maintenance; the line was opened before zero-energy conditions had been confirmed. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-02393,Near Miss,Process Unit,lifting operation,"At Maintenance Workshop, The team was carrying out lifting operation when the load was moved while the affected area had not been fully cleared. The work area was subsequently reviewed.",English,YES,Line of Fire
V4-02883,Near Miss,Tank Farm,crane operation,"during routine field activity, at Utility Section, During a planned work activity involving crane operation, the suspended load was moved only after workers had cleared its potential path. The observation was reported to the site team.",English,NO,Line of Fire
V4-03404,Near Miss,Utility Section,welding,"during the afternoon shift, at Pipeline Station 3, While welding was underway, welding began before the required gas test had been completed.",English,YES,Hot Work
V4-02415,Safety Observation,Refinery Area A,vehicle movement,"while preparing the work area, at Compressor Station 2, During vehicle movement, it was observed that a pedestrian remained in the vehicle movement path while the vehicle was reversing.",English,YES,Line of Fire
V4-00562,Unsafe Condition,Pipeline Station 3,pipeline maintenance,"at the start of the work period, at Pipeline Station 3, A field observation was recorded during pipeline maintenance: work started only after all relevant energy sources were isolated and verified. The activity was brought to the attention of the supervisor.",English,NO,Energy Isolation
V4-03096,Near Miss,Maintenance Workshop,grinding,"while preparing the work area, at Utility Section, Work involving grinding was observed. At the time, grinding proceeded while personnel remained within the affected hazard area. The activity was brought to the attention of the supervisor.",English,YES,Hot Work
V4-03341,Unsafe Act,Maintenance Workshop,cutting,"before the evening shutdown, at Utility Section, The team was carrying out cutting when cutting began before the required hot-work precautions were confirmed.",English,YES,Hot Work
V4-00299,Near Miss,Compressor Station 2,pump maintenance,"At Loading Terminal, During a planned work activity involving pump maintenance, the pump was approached before its energy isolation had been verified. The activity was brought to the attention of the supervisor.",English,YES,Energy Isolation
V4-00705,Safety Observation,Gas Processing Unit,pipeline maintenance,"at the start of the work period, at Maintenance Workshop, The crew was engaged in pipeline maintenance; work started only after all relevant energy sources were isolated and verified. The supervisor reviewed the situation.",English,NO,Energy Isolation
V4-00482,Safety Observation,Refinery Area A,pipeline maintenance,"during a planned maintenance window, at Tank Farm, A field observation was recorded during pipeline maintenance: work started before confirmation that all relevant energy sources were isolated.",English,YES,Energy Isolation
V4-01655,Unsafe Act,Refinery Area A,confined-space maintenance,"before the evening shutdown, at Refinery Area A, During a planned work activity involving confined-space maintenance, the crew entered after atmospheric conditions had been checked. The supervisor reviewed the situation.",English,NO,Confined Space
