report_id,report_type,site,activity,report_text,language,sif_potential,precursor,evidence,life_saving_rule,priority,human_review
SIF-0354,Near-Miss,Site E,Electrical Maintenance,"During Electrical Maintenance, the required Energy Isolation control was not verified. Personnel were exposed to a credible high-energy hazard, although no serious injury occurred.",English,YES,Barrier failure,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0355,Near-Miss,Site D,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the team followed the approved procedure and confirmed Hot Work controls before starting work. No serious-injury precursor was observed.",English,NO,No credible SIF precursor,Required controls verified,Hot Work,Normal,Not required
SIF-0356,Incident,Site B,Electrical Maintenance,"During inspection of Electrical Maintenance, personnel were found within a hazardous exposure zone without adequate Energy Isolation protection. Immediate correction was required.",English,YES,Incomplete permit/control,Barrier failure identified,Energy Isolation,Critical,Required
SIF-0357,Near-Miss,Site A,Crane Operation,The report records a normal safety observation during Crane Operation. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Personnel maintained safe position,Line of Fire,Low,Not required
SIF-0358,Unsafe Act,Site F,Compressor Maintenance,The report describes a near-miss in Compressor Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Unsafe positioning,Barrier failure identified,Energy Isolation,High,Required
SIF-0359,Near-Miss,Site F,Vessel Cleaning,The report records a normal safety observation during Vessel Cleaning. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,Required controls verified,Confined Space,Normal,Not required
SIF-0360,Unsafe Condition,Site E,Lifting Operation,The team was preparing for Lifting Operation while the Line of Fire control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Barrier failure,Personnel exposed to high-energy hazard,Line of Fire,Critical,Required
SIF-0361,Near-Miss,Site F,Grinding,"The crew completed Grinding after confirming permits, barriers, and Hot Work requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Routine observation with effective controls,Hot Work,Normal,Not required
SIF-0362,Unsafe Condition,Site F,Vessel Cleaning,The team was preparing for Vessel Cleaning while the Confined Space control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Confined Space,High,Required
SIF-0363,Near-Miss,Site E,Grinding,Routine Grinding was completed with the required Hot Work controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Low,Not required
SIF-0364,Unsafe Condition,Site E,Compressor Maintenance,A near-miss was observed during Compressor Maintenance when Energy Isolation precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Incomplete permit/control,Personnel exposed to high-energy hazard,Energy Isolation,Critical,Required
SIF-0365,Unsafe Condition,Site A,Grinding,The report records a normal safety observation during Grinding. Required controls were effective and no high-consequence exposure was identified.,English,NO,No credible SIF precursor,No high-consequence exposure identified,Hot Work,Normal,Not required
SIF-0366,Incident,Site E,Pipeline Repair,Worker started Pipeline Repair without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Unsafe positioning or uncontrolled exposure,Energy Isolation,High,Required
SIF-0367,Unsafe Act,Site D,Electrical Maintenance,"During Electrical Maintenance, the supervisor verified the relevant Energy Isolation control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Permit and barriers confirmed,Energy Isolation,Normal,Not required
SIF-0368,Near-Miss,Site D,Compressor Maintenance,Worker started Compressor Maintenance without confirming effective Energy Isolation controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Energy Isolation,High,Required
SIF-0369,Incident,Site A,Pipeline Repair,A routine inspection of Pipeline Repair found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Routine observation with effective controls,Energy Isolation,Low,Not required
SIF-0370,Unsafe Act,Site A,Vessel Cleaning,The report describes a near-miss in Vessel Cleaning involving inadequate Confined Space controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Unsafe positioning,Required control was missing or not verified,Confined Space,Critical,Required
SIF-0371,Incident,Site B,Welding Near Hydrocarbon Equipment,A routine inspection of Welding Near Hydrocarbon Equipment found controls in place and personnel outside the hazard zone. The report does not indicate SIF potential.,English,NO,No credible SIF precursor,Permit and barriers confirmed,Hot Work,Normal,Not required
SIF-0372,Unsafe Act,Site D,Electrical Maintenance,A near-miss was observed during Electrical Maintenance when Energy Isolation precautions were incomplete. The report indicates a clear SIF precursor requiring HSE review.,English,YES,Control failure,Near-miss with serious consequence potential,Energy Isolation,Critical,Required
SIF-0373,Incident,Site E,Welding Near Hydrocarbon Equipment,"During Welding Near Hydrocarbon Equipment, the supervisor verified the relevant Hot Work control and the work proceeded within the approved safe limits. No SIF precursor was identified.",English,NO,No credible SIF precursor,Approved procedure followed,Hot Work,Low,Not required
SIF-0374,Near-Miss,Site A,Compressor Maintenance,The report describes a near-miss in Compressor Maintenance involving inadequate Energy Isolation controls and uncontrolled exposure. HSE attention was recommended.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Energy Isolation,Critical,Required
SIF-0375,Unsafe Condition,Site B,Electrical Maintenance,"The crew completed Electrical Maintenance after confirming permits, barriers, and Energy Isolation requirements. No significant safety precursor was reported.",English,NO,No credible SIF precursor,Personnel maintained safe position,Energy Isolation,Low,Not required
SIF-0376,Unsafe Act,Site B,Vehicle Movement,Worker started Vehicle Movement without confirming effective Line of Fire controls. The hazard remained exposed and the condition had potential for serious injury or fatality.,English,YES,Incomplete permit/control,Near-miss with serious consequence potential,Line of Fire,Critical,Required
SIF-0377,Unsafe Condition,Site B,Compressor Maintenance,Routine Compressor Maintenance was completed with the required Energy Isolation controls verified and documented. No credible SIF precursor was identified.,English,NO,No credible SIF precursor,Required controls verified,Energy Isolation,Low,Not required
SIF-0378,Unsafe Act,Site E,Grinding,The team was preparing for Grinding while the Hot Work control was bypassed or incomplete. The unsafe condition could have resulted in severe harm.,English,YES,Unsafe positioning,Near-miss with serious consequence potential,Hot Work,High,Required
SIF-0379,Unsafe Condition,Site B,Grinding,A planned Grinding task was completed with appropriate supervision and documented Hot Work controls. No credible SIF potential was found.,English,NO,No credible SIF precursor,Required controls verified,Hot Work,Low,Not required
SIF-0380,Unsafe Condition,Site C,Vessel Cleaning,An unsafe act occurred during Vessel Cleaning; the crew proceeded before confirming Confined Space controls. The event had serious-injury potential despite no major consequence.,English,YES,Barrier failure,Permit/control verification incomplete,Confined Space,Critical,Required
